objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Timeline: Általános ismeretek","131325","0","0","0","1","0","0","0","0","0","0","0","3","","07-1","","","","59749473","6.31568","6.7637","1.0696","1782","9023","thing","Timeline: General Interest","2","8","15","15","15","2015","2,3,4,5,6,7,8","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","asmodee; Gém Klub Kft.","Hungarian","2015","Hungarian edition"
"Timeline: Star Wars","183797","0","0","0","1","0","0","0","0","0","0","0","3","","07-1","","","","58633498","5.64415","6.09696","1.1333","7462","1695","thing","Timeline: Star Wars","2","8","15","15","15","2016","2,3,4,5,6","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","asmodee; Gém Klub Kft.","Hungarian","2016","Hungarian edition"
"Timeline: Találmányok","85256","0","0","0","1","0","0","0","0","0","0","0","3","","07-1","","","","59749550","6.41687","6.69635","1.0919","1501","15736","thing","Timeline: Inventions","2","8","15","15","15","2016","2,3,4,5,6,7,8","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2016","Hungarian edition"
"Timeline: Történelmi események","113401","0","0","0","1","0","0","0","0","0","0","0","3","","07-1","","","","59749484","6.35966","6.76449","1.0855","1651","10365","thing","Timeline: Events","2","8","15","15","15","2015","2,3,4,5,6,7,8","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","asmodee; Gém Klub Kft.","Hungarian","2015","Hungarian edition"
"Timeline: Tudomány és felfedezések","99975","0","0","0","1","0","0","0","0","0","0","0","3","","07-1","","","","59749505","6.25526","6.70868","1.1587","1965","8015","thing","Timeline: Science & Discoveries","2","8","15","15","15","2018","2,3,4,5,6,7,8","4,5","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2018","Hungarian edition"
"Timeline: Zene&Mozi","145189","0","0","0","1","0","0","0","0","0","0","0","3","","07-1","","","","53621009","6.21874","6.72112","1.086","2118","7033","thing","Timeline: Music & Cinema","2","8","15","15","15","2013","2,3,4,5,6,7,8","4,5,6","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.","Hungarian","0","Hungarian edition"
"Tiny Epic Galaxies","163967","0","0","0","1","0","0","0","0","0","0","0","3","","68-4","","","","53665801","7.10294","7.32299","2.155","387","41027","thing","Tiny Epic Galaxies","1","5","45","45","30","2015","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gamelyn Games","English","2015","English edition, first printing"
"Tiny Epic Kalandok birodalma","201921","0","0","0","1","0","0","0","0","0","0","0","3","","68-4","","","","83379893","6.58049","6.95041","2.6797","1121","20718","thing","Tiny Epic Quest","1","4","60","60","30","2018","1,2,3,4","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"Tiny Epic Kingdoms","148951","0","0","0","1","0","0","0","0","0","0","0","3","","68-4","","","","53665805","6.27301","6.54009","2.0977","1912","18786","thing","Tiny Epic Kingdoms","2","5","45","45","30","2014","2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gamelyn Games","English","2014","English first edition"
"Tiny Towns","265736","0","0","0","1","0","0","0","0","0","0","0","3","","29-5","","","","84848680","6.99316","7.18975","2.0676","497","35203","thing","Tiny Towns","1","6","60","60","45","2020","1,2,3,4,5","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Alderac Entertainment Group; Reflexshop","Hungarian","2020","Hungarian edition"
"Tip Top Clap","160183","0","0","0","1","0","0","0","0","0","0","0","3","","14-5","","","","53756875","5.49659","5.24933","0","25680","147","thing","Tip Top Clap","2","5","15","15","15","2010","","","4+","No necessary in-game text","","","","","","standalone","","Djeco","Danish; Dutch; English; French; German; Italian; Portuguese; Russian; Spanish; Swedish","2010","Multilingual first edition"
"A Titkos Ajtó","6558","0","0","0","1","0","0","0","0","0","0","0","3","","20-4","","","","86043449","5.56325","6.08529","1.0606","11617","693","thing","The Secret Door","1","8","20","20","20","1991","1,2,3,4,5","3","4–8","No necessary in-game text","","","","","","standalone","","Keller & Mayer","Hungarian","0","Hungarian edition"
"Titkos szavak","275467","0","0","0","1","0","0","0","0","0","0","0","3","","11-4","","","","73525518","6.66411","7.15101","1.9495","957","9857","thing","Letter Jam","2","6","45","45","45","2020","3,4,5,6","6","10+","Unplayable in another language","","","","","","standalone","","Czech Games Edition; Gém Klub Kft.","Hungarian","2020","Hungarian edition"
"A tízévente virágba boruló cseresznyefa legendája","220784","0","0","0","1","0","0","0","0","0","0","0","3","","31-4","","","","58154058","5.68745","6.33066","1.45","6425","1943","thing","The Legend of the Cherry Tree that Blossoms Every Ten Years","2","4","20","20","20","2018","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2018","Hungarian edition"
"Tobago","42215","0","0","0","1","0","0","0","0","0","0","0","3","","72-3","","","","53621017","6.83657","7.09602","2.1331","697","14934","thing","Tobago","2","4","60","60","60","2010","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2010","Piatnik Hungarian edition"
"Tokaido","123540","0","0","0","1","0","0","0","0","0","0","0","3","","31-4","","","","58633418","6.74489","6.91401","1.7436","822","43172","thing","Tokaido","1","5","45","45","45","2018","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2018","Gém Klub Hungarian edition"
"Tokió Királya","70323","0","0","0","1","0","0","0","0","0","0","0","3","","08-1","","","","53621028","7.01369","7.11814","1.4853","473","109651","thing","King of Tokyo","2","6","30","30","30","2014","3,4,5,6","4,5","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Delta Vision Publishing","Hungarian","2014","Hungarian edition"
"Tokió királya: Párbaj","422484","0","0","0","1","0","0","0","0","0","0","0","3","","50-4","","","","126591872","6.20985","7.13897","2.0952","2150","4014","thing","King of Tokyo: Duel","2","2","20","20","20","2024","2","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","IELLO; Reflexshop","Hungarian","2024","Hungarian edition"
"Tökmagok Kincsvadászat","307006","0","0","0","1","0","0","0","0","0","0","0","3","","23-3","","","","99849641","0","7.25","1","0","9","thing","Tökmagok Kincsvadászat","2","4","30","30","30","2020","","","","","","","","","","standalone","","Pagony játék","Hungarian","2020","Hungarian edition"
"Toledo","34599","0","0","0","1","0","0","0","0","0","0","0","3","","66-4","","","","53621045","5.86327","6.25321","2.1682","4073","3216","thing","Toledo","2","4","60","60","45","2008","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","KOSMOS","German","2008","German edition"
"Tollasodó Tojáslopó","32465","0","0","0","1","0","0","0","0","0","0","0","3","","21-3","","","","53621050","5.53162","6.19504","1","15891","196","thing","Didi Dotter","2","4","15","15","15","2007","2,3,4","4","4–10","","","","","","","standalone","","Piatnik; Zoch Verlag","Hungarian","0","Hungarian edition"
"Too Many Bones","192135","0","0","0","1","0","0","0","0","0","0","0","3","","82-4","","","","119941937","7.86347","8.30154","3.8592","36","24869","thing","Too Many Bones","1","4","120","120","60","2024","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Reflexshop","Hungarian","2024","Hungarian edition"
"Top 10","300905","0","0","0","1","0","0","0","0","0","0","0","3","","10-3
*","","","","87041792","6.76279","7.40233","1.0811","793","8554","thing","Top Ten","4","9","30","30","30","2021","4,5,6,7,8,9","6,7,8","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Cocktail Games; Reflexshop","Hungarian","2021","Hungarian edition"
"Top Cap","381021","0","0","0","1","0","0","0","0","0","0","0","3","","50-1","","","","125866249","5.56543","6.81","1.25","11437","480","thing","Top Cap","2","2","0","0","0","2024","2","2","","","","","","","","standalone","","ThunderGryph Games","English","2024","English edition"
"Top Race","932","0","0","0","1","0","0","0","0","0","0","0","3","","II. ","","","","53621059","5.95889","6.75507","1.75","3360","1711","thing","Top Race","2","6","45","45","45","2008","3,4,5,6","4,6","8+","No necessary in-game text","","","","","","standalone","","Pegasus Spiele","German","2008","Pegasus German edition"
"Top Ten 18+","334137","0","0","0","1","0","0","0","0","0","0","0","3","","08-4","","","","127707892","5.80476","7.27071","1.0909","4631","1189","thing","Top Ten 18+","4","9","40","40","20","2021","4,5,6,7,8,9","7","16+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Cocktail Games; Reflexshop","Hungarian","2021","Hungarian edition"
"Torres","88","0","0","0","1","0","0","0","0","0","0","0","3","","60-3","","","","53767196","6.75364","7.08261","2.8449","809","14741","thing","Torres","2","4","60","60","60","1999","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","F.X. Schmid","German","1999","German first edition"
"Tortuga 2199: Hazárdbolygó kalózai","265017","0","0","0","1","0","0","0","0","0","0","0","3","","75-2","","","","95420307","5.9774","7.07803","2.5769","3248","2591","thing","Tortuga 2199","2","4","90","90","60","2022","2,3,4","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2022","Hungarian edition"
"Toru","20096","0","0","0","1","0","0","0","0","0","0","0","3","","10-1","","","","53785009","5.48152","5.44694","1.1","27839","535","thing","Toru","3","5","30","30","30","2005","3,4,5","5","10+","No necessary in-game text","","","","","","standalone","","Parker Brothers","German","2005","German edition"
"TOSSIT","410251","0","0","0","1","0","0","0","0","0","0","0","3","","19-1","","","","124297549","5.54948","7.74217","1","13000","291","thing","TOSSIT","2","10","30","30","10","2023","2,3","2,3","4+","","","","","","","standalone","","Art & Pollo OÜ","English; French","2023","English/French edition"
"Totemix","448447","0","0","0","1","0","0","0","0","0","0","0","3","","25-3","","","","134745207","0","7.94444","2","0","8","thing","Totemix","2","6","30","30","30","2025","2,3,4,5,6","3,4","","","","","","","","standalone","","Pagony játék","Hungarian","2025","Hungarian edition"
"Tőzsdejáték","2947","0","0","0","1","0","0","0","0","0","0","0","3","","I. ","","","","54454803","5.54782","5.8181","2.0435","13233","1197","thing","Broker","2","6","75","75","75","1961","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","Otto Maier Verlag","Hungarian","0","Ravensburger Hungarian edition"
"Trafalgar","192985","0","0","0","1","0","0","0","0","0","0","0","3","","20-1","","","","67536056","0","6","0","0","7","thing","Trafalgar","2","2","30","30","15","1976","","","","","","","","","","standalone","","Berliner Spielkarten","German","1976","German edition"
"Travelin'","205961","0","0","0","1","0","0","0","0","0","0","0","3","","05-5","","","","66156041","5.6356","6.87036","1.3125","7733","664","thing","Travelin'","2","5","50","50","20","2019","3,4,5","4,5","8","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Reflexshop","Hungarian","2019","Hungarian edition"
"Tribes","258104","0","0","0","1","0","0","0","0","0","0","0","3","","72-4","","","","61135398","5.85315","6.69442","2.0488","4172","2155","thing","Tribes: Dawn of Humanity","2","4","45","45","45","2019","2,3,4","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Piatnik","Hungarian","2019","Hungarian edition"
"Trickerion: Collector's Edition","255668","0","0","0","1","0","0","0","0","0","0","0","3","","83-5","","","","129863911","7.2911","8.74611","4.5152","0","7379","thing","Trickerion: Collector's Edition","1","4","180","180","60","2019","1,2,3,4","3,4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Corax Games; Mindclash Games","English; German","2019","English/German edition"
"Trickerion: Legends of Illusion","163068","0","0","0","1","0","0","0","0","0","0","0","3","","81-4","","","","53665863","7.53634","7.97033","4.2586","116","17121","thing","Trickerion: Legends of Illusion","2","4","180","180","60","2015","2,3,4","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Mindclash Games","English","2015","English edition, first printing"
"Trio","352515","0","0","0","1","0","0","0","0","0","0","0","3","","07-4
*IV","","","","112026524","6.96916","7.38646","1.0457","526","20054","thing","Trio","3","6","15","15","15","2023","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2023","Hungarian edition"
"Triominos","4040","0","0","0","1","0","0","0","0","0","0","0","3","","18-1","","","","57763123","5.42446","5.43702","1.3732","29282","9110","thing","Tri-Ominos","2","4","30","30","30","1965","2,3,4","3,4","6+","No necessary in-game text","","","","","","standalone","","Goliath Games","German","0","Goliath classic edition"
"Trivial Pursuit: Genus II","2953","0","0","0","1","0","0","0","0","0","0","0","3","","I. ","","","","79613447","5.55399","5.81986","1.6571","0","1502","thing","Trivial Pursuit: Genus II","2","24","90","90","90","1986","2,3,4","4","","Unplayable in another language","","","","","","expansion","","Horn Abbot Ltd.","English","1986","English U.K. edition"
"Trivial Pursuit: RPM Edition","5660","0","0","0","1","0","0","0","0","0","0","0","3","","I. ","","","","53759119","5.51051","5.73284","1.8","0","345","thing","Trivial Pursuit: RPM Edition","2","6","90","90","90","1986","2,3,4","3,4","","Unplayable in another language","","","","","","expansion","","Horn Abbot Ltd.","English","1986","English UK 500 cards edition 1986"
